"","Diversity","Year","Country","Index","Measurement"
"1",1.29815176774994,2009,"Afghanistan","Shannon","Area"
"2",2.52797738542744,2009,"Albania","Shannon","Area"
"3",2.03962427390137,2009,"Algeria","Shannon","Area"
"4",2.09395230050689,2009,"Angola","Shannon","Area"
"5",2.15755823898442,2009,"Antigua and Barbuda","Shannon","Area"
"6",1.82442978895815,2009,"Argentina","Shannon","Area"
"7",2.24565223774605,2009,"Armenia","Shannon","Area"
"8",1.70812502839923,2009,"Australia","Shannon","Area"
"9",2.55838946504867,2009,"Austria","Shannon","Area"
"10",1.86871486878075,2009,"Azerbaijan","Shannon","Area"
"11",1.57487988106704,2009,"Bahamas","Shannon","Area"
"12",1.1847316587891,2009,"Bangladesh","Shannon","Area"
"13",1.51479705867859,2009,"Barbados","Shannon","Area"
"14",2.44719150092514,2009,"Belarus","Shannon","Area"
"15",2.12458346739439,2009,"Belgium","Shannon","Area"
"16",2.10774219341123,2009,"Belize","Shannon","Area"
"17",2.26945032096341,2009,"Benin","Shannon","Area"
"18",1.35886300618099,2009,"Bermuda","Shannon","Area"
"19",2.60018360147419,2009,"Bolivia (Plurinational State of)","Shannon","Area"
"20",2.49938109184136,2009,"Bosnia and Herzegovina","Shannon","Area"
"21",1.5346163642269,2009,"Botswana","Shannon","Area"
"22",2.18382167877323,2009,"Brazil","Shannon","Area"
"23",1.87683933186043,2009,"Brunei Darussalam","Shannon","Area"
"24",1.91924034880605,2009,"Bulgaria","Shannon","Area"
"25",1.97003789938243,2009,"Burkina Faso","Shannon","Area"
"26",1.24112330203027,2009,"Cabo Verde","Shannon","Area"
"27",1.04652277245208,2009,"Cambodia","Shannon","Area"
"28",2.97021701509568,2009,"Cameroon","Shannon","Area"
"29",1.9559359178825,2009,"Canada","Shannon","Area"
"30",2.48882137407848,2009,"Central African Republic","Shannon","Area"
"31",2.11188630947863,2009,"Chad","Shannon","Area"
"32",2.84194731882551,2009,"Chile","Shannon","Area"
"33",2.02201791142541,2009,"China, Hong Kong SAR","Shannon","Area"
"34",0,2009,"China, Macao SAR","Shannon","Area"
"35",2.92854606817987,2009,"China, mainland","Shannon","Area"
"36",2.72072119842222,2009,"China, Taiwan Province of","Shannon","Area"
"37",2.63409663690054,2009,"Colombia","Shannon","Area"
"38",2.32118926298839,2009,"Congo","Shannon","Area"
"39",2.6358512053382,2009,"Costa Rica","Shannon","Area"
"40",2.3082981354894,2009,"Croatia","Shannon","Area"
"41",2.69722498017097,2009,"Cuba","Shannon","Area"
"42",2.54554279717235,2009,"Cyprus","Shannon","Area"
"43",2.19651208023676,2009,"Czech Republic","Shannon","Area"
"44",2.50424086512677,2009,"Democratic People's Republic of Korea","Shannon","Area"
"45",1.89121855286726,2009,"Denmark","Shannon","Area"
"46",0.820015939554413,2009,"Djibouti","Shannon","Area"
"47",2.68401537222408,2009,"Dominica","Shannon","Area"
"48",2.63091891498165,2009,"Dominican Republic","Shannon","Area"
"49",2.68404158947107,2009,"Ecuador","Shannon","Area"
"50",2.81908557992232,2009,"Egypt","Shannon","Area"
"51",1.94449632194649,2009,"El Salvador","Shannon","Area"
"52",1.99789264789385,2009,"Estonia","Shannon","Area"
"53",2.76704657696917,2009,"Ethiopia","Shannon","Area"
"54",1.61896440797388,2009,"Fiji","Shannon","Area"
"55",1.53274871348687,2009,"Finland","Shannon","Area"
"56",2.2019462140429,2009,"France","Shannon","Area"
"57",0.72907586030534,2009,"French Polynesia","Shannon","Area"
"58",2.14499768113928,2009,"Gabon","Shannon","Area"
"59",1.74565916117746,2009,"Gambia","Shannon","Area"
"60",2.48660906895911,2009,"Georgia","Shannon","Area"
"61",2.13849466593726,2009,"Germany","Shannon","Area"
"62",2.4965994873574,2009,"Ghana","Shannon","Area"
"63",2.39320537130432,2009,"Greece","Shannon","Area"
"64",2.80803266904284,2009,"Grenada","Shannon","Area"
"65",2.22516123365353,2009,"Guatemala","Shannon","Area"
"66",2.44001945024853,2009,"Guinea","Shannon","Area"
"67",1.89230955170095,2009,"Guinea-Bissau","Shannon","Area"
"68",1.53175091392182,2009,"Guyana","Shannon","Area"
"69",2.67608505716263,2009,"Haiti","Shannon","Area"
"70",2.08617336645917,2009,"Honduras","Shannon","Area"
"71",2.12505438746661,2009,"Hungary","Shannon","Area"
"72",0.280965668882255,2009,"Iceland","Shannon","Area"
"73",2.92862247110024,2009,"India","Shannon","Area"
"74",2.31052469375092,2009,"Indonesia","Shannon","Area"
"75",2.33010717996719,2009,"Iran (Islamic Republic of)","Shannon","Area"
"76",2.33883438754863,2009,"Iraq","Shannon","Area"
"77",1.25870616747099,2009,"Ireland","Shannon","Area"
"78",3.26649711291126,2009,"Israel","Shannon","Area"
"79",2.73630659271281,2009,"Italy","Shannon","Area"
"80",2.46208511929094,2009,"Ivory Coast","Shannon","Area"
